zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
94490,Zen#5c147a378930,5c147a378930,A,Ormesson-sur-Marne,Zen,False,2026T2,Care Promotion,2.5482195,48.7908472,198000,5,,24 Rue des Cantoux,T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjRiNmFlNTA4Yzc2ZDE5MjU3YTljN2E3OTEwMzg3MTcyYTIwZDBmMzAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c868ca58796802e8b133e503f7c0272e8326292aadf8536a7a59c3a74efdb852
94170,VILLA MADERNA - VILLA MADERNA - TR1#195162b4ce64,195162b4ce64,A BIS,Le Perreux-sur-Marne,VILLA MADERNA - VILLA MADERNA - TR1,False,2025T3,Edelis,2.4965528,48.8466432,346999.99,14,,105 Rue de la Paix,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImY3NGE1ZWQxYzc0YTM1NjQyODEwNTliNGMzNzA1OGI1M2M5ZmI3ZWEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=361e1a1dc5024c273c7e1bed149d5040094081d917c9af6b0ba41dd9f262f518
94350, Residence etudiante LOGIFAC Prunais#ee3ab60d5ba8,ee3ab60d5ba8,A,Villiers-sur-Marne, Résidence étudiante LOGIFAC Prunais,False,2024T1,WY,2.548358,48.83366,61400,1,,7 Chemin des Prunais,Studio,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NWIyNWU1MDk5YTgwIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=efa595bbd2207334789d499a2c38ac659f1056e246b1c22755311117722ac65c
94170,VILLA ISABELLA #c410356bb4d3,c410356bb4d3,A BIS,Le Perreux-sur-Marne,VILLA ISABELLA ,False,2025T1,PRIMAVEFA,2.506388,48.845661,375000,3,,107 Avenue Ledru-rollin,T1|T2|T3|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImRlYWMzZDQ5ZTEwZThkYThiMmMxZjdmMzliNmI3Y2YwIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=74191db02c7732ad18dc369b86e5c3cd38c96d97620407cfc78b175f68beaa96
94800,Viollet le duc#7d08df32d067,7d08df32d067,A BIS,Villejuif,Viollet le duc,True,2024T3,AFC Promotion,2.3490759,48.7858623,527500,4,,104-108 avenue de la république,T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImU2NTFkZTE4MGU3MzQ5ODI5ODcwMGM0MTU0NWM3NjZmNDE4M2QxOTEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c5bba7f9c9a9fa8c018e14be82b902ffec4a118d65334f09552d05142f8414c4
94350,ENVOL#891ef8fabdd0,891ef8fabdd0,A,Villiers-sur-Marne,ENVOL,False,2026T1,Coffim,2.5498132,48.822886,169000,33,,51 AVENUE ANDRE ROUY,Studio|T1|T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImU5MWU1NmFiYzU2ZjgwMmZmOTBkNjQwNjhlZWEyZjcxMmExZGYzZDMiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=e6cbaa8c19a34b4cd64c4b104225164ade178e4004184a6ac5cbc82b14e60f37
94170,Essentielle#b76e8ba7e494,b76e8ba7e494,A BIS,Le Perreux-sur-Marne,Essentielle,False,2025T2,Cogedim,2.4959821,48.8533059,410100,2,,8BIS RUE DU BOIS DES JONCS MAR,Studio alcôve|T1|T2|T2 alcôve|T3|T3 alcôve|T4|T4 Duplex|T5|T5 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjUxNzg2ZjYzMDE5MmI0MTQ4YTcyN2I5M2FjMzFkNzU1N2E0N2U2NGIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=20eca59e26cd4b9e46c8eea7dae0ae8206252fe4467a6504b172f67fa9f8b0d9
94230,Studea Cachan#cd47761cf403,cd47761cf403,A BIS,Cachan,Studéa Cachan,True,2012T4,Consultim,2.3278423,48.7950055,122766.16,3,Student,47 Rue Marcel Bonnet,Studio,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQzZjNiYzJjZjU4ZDNlNWZkYjcxN2M1MDJjM2QzZjU2NDVjZDZkZTAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=45bace3f0c168c7bb6bccf7c39d9a07898867b80f4e3e6926e7a1ed4daca746b
94500,LE DOME DE VERDUN#efa0ff3ae0b2,efa0ff3ae0b2,A,Champigny-sur-Marne,LE DÔME DE VERDUN,False,2026T2,Les Nouveaux Constructeurs,2.4989446,48.8140237,282200,46,,136 RUE DE VERDUN,T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjVlNGQzZDU1YmVkNzFkMjE2MDgzNDNhMjM1ZTU4ZTg2YTM0OTBjZDciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=23e7f1dabffb36e1b8c006d85866b4c1b68788f02e2abc0581f618714fcc0243
94800,IMPULSION #7e778621a091,7e778621a091,A BIS,Villejuif,IMPULSION ,False,2027T3,PRIMAVEFA,2.36892,48.790574,233500,18,,2 Rue de La Commune,Studio|T2|T2 évolutif|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImExZDNiYWIzNzgxY2Y3MmE5MTA1ODg4YWVmM2RhYzAzIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=d8dac1db669a1c60dc74de452cb24df475374b35a9c57bf9eafe9d34e0a66e01
