zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
83250,Residence Club Odalys Les Oceanides#2a74f9a06761,2a74f9a06761,A,La Londe-les-Maures,Résidence Club Odalys Les Océanides,True,,iSelection,6.2548329,43.1238103,87000,2,Tourism,"395, boulevard de la Plage de l¿Argentière 83250 LA LONDE LES MAURES",T1,
83600,Les Coteaux de l'Esterel FREJUS - 83#0a6a60637d0b,0a6a60637d0b,A,Fréjus,Les Côteaux de l'Esterel FREJUS - 83,True,,Pierre Loyers Conseil,6.7600638,43.4384178,283637.56,1,Senior,"134, allée du Parc Arundo",T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImE1ZmQ4NzQyMTg0YjM1ZWNhY2JiZDA4NzYyY2FhNzQxNTNjOWVhYTYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=007fb6249f4fc0d04f6bda9c17bc3ad62720e7420bbcf0b404f7d1999a2fdad6
83310,Castel Beausoleil#1593972a628a,1593972a628a,A,Cogolin,Castel Beausoleil,False,2025T4,Inovefa,6.5311922,43.2491962,219452,14,,18 rue Beausoleil,T2|T3|T4,
83160,STUD' AVENUE#f9ef661c0fc1,f9ef661c0fc1,A,La Valette-du-Var,STUD' AVENUE,False,2026T3,Cogedim,6.0135631,43.1392199,93817.5,38,,ROUTE DÉPARTEMENTALE 98,T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjY4Mjc0OWNhOTViZDllN2VmN2YxZTZjNmQyYzhhNzVhNzU2OTQ4ZDciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=4ac22a5b62d536bd6f249803fb35a924a089fb0a54cde2ba542ca31084577589
83700,VIL'AZUR#b14912339b3d,b14912339b3d,A,Saint-Raphaël,VIL'AZUR,False,2024T4,MJ Développement,6.7827371,43.4265797,337000,5,,40 impasse du Bellay,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjI3MWNlZjI4ZDk1MjhhNDhjNTlkMDdhMmNhOWJmNzUzMzYyYmY2YzEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=d8641dbcb59eab37265792f21950048e8df4c9cf1695e772599b42e8e94ce31b
83500,LA PRESQU'ILE - Villas et Appartements#b801af464199,b801af464199,A,La Seyne-sur-Mer,LA PRESQU'ÎLE - Villas et Appartements,False,2026T2,Vinci Immobilier,5.901581,43.1023928,266000,23,,"617, Corniche Philippe Giovannini",Maison T4|Maison T5|T1|T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQ1MDJjNjQzNzFiZDlhZDQwOTMzOWViN2IyMDE5MTI1ZmQwZjI0MzYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c9cfa36b066325808ddc1c70054b82cded40d442c3edd1a5f4629b04b1087dfa
83400,CITY GARDEN#1a66a73ffe5b,1a66a73ffe5b,A,Hyères,CITY GARDEN,False,2025T1,Vinci Immobilier,6.134691,43.11839,267000,13,,Impasse du Soldat Ferrari,Parking simple|T1|T2|T3|T3 Duplex|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjNlZjQ5MTc5NGM0NzUyN2U2YzA0YjA3MjA0ZGU5NTAyOGY2YTg0N2IiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=9a94d3e1c027ea36878c74860d50bdd16ecf5afe415f186a84b578ad938c8b69
83600,HORIZON MARINE#22cc4dfd9658,22cc4dfd9658,A,Fréjus,HORIZON MARINE,True,2024T3,Coffim,6.7576616,43.4440348,635000,3,,820 AVENUE HENRI GIRAUD,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjRjN2ZmYzdiMzk4NzQ4NTc4ZjhmZjQ1MDFiMzlhMDJmOGMzN2Y5MDkiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=924742c610f562ec6425dfaaa791ae60c543c09b5849199bb29fa570c3985f08
83130,Laura Lisa La Garde#ed067e9d4f10,ed067e9d4f10,A,La Garde,Laura Lisa La Garde,True,2006T3,Consultim,6.0394433,43.1384007,71432.83,1,Student,582 impasse Eugène Augias,Studio|T1,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjRmZmI1MWFkNGE0YjUwNTA2YmU5NWYxYTFiNmE2MmE4MDIxNjA1OTAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=bfb80a1586e2e512ab4bc9a0bc7bb024e87a56d1ea2c8833dd192ddb51f77731
83220,LOU PIGNO #4b70f3cebaca,4b70f3cebaca,A,Le Pradet,LOU PIGNO ,True,2009T1,CELAVi pierre,6.0371498,43.1043269,40960,1,Tourism,"390, chemin des Fonds Verts",T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjM0NjdmNmM0OTVhNjZkZWQyZWI4YmUyZWYxZjk5ZmIyZGZiM2Y1ZTIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=4eeba73f6752197b14788c40f615b7ca7793eb1b3e0c383e71fc6e3828bd2c82
